product_title,total_revenue,total_units,months_active,cumulative_revenue,revenue_pct,cumulative_pct,product_rank,product_pct,abc_class
Reusable Food Storage Bags,1631.8400000000001,53,16,320742.63999999996,0.44307944012183925,87.08848254387723,36,22.085889570552148,B
Stix (Set of 4),1629.45,195,33,322372.08999999997,0.4424305040362603,87.5309130479135,37,22.699386503067483,B
MontiiCo Mega Drink Bottle 1L,1592.96,42,17,323965.05,0.4325226890727553,87.96343573698626,38,23.31288343558282,B
Silicone Cups (Set of 3),1572.3600000000001,189,28,325537.41,0.4269293487535391,88.39036508573979,39,23.92638036809816,B
OmieDip UP,1531.37,61,5,327068.77999999997,0.41579968760379743,88.80616477334358,40,24.539877300613497,B
Stix (Set of 7),1410.0,140,13,328478.77999999997,0.38284513835412376,89.18900991169771,41,25.153374233128833,B
MontiiCo Insulated Food Jar,1314.63,67,10,329793.41,0.35695014484715015,89.54596005654486,42,25.766871165644172,B
OmieChill,1227.87,69,20,331021.27999999997,0.3333929503765092,89.87935300692136,43,26.380368098159508,B
Yumbox Sandwich Paper Wrap,1200.67,71,22,332221.94999999995,0.32600756898414596,90.20536057590552,44,26.993865030674847,B
Bento Two (Small),1193.52,85,14,333415.47,0.32406619115490337,90.52942676706041,45,27.607361963190186,B
Mini Fork and Spoon (Set of 6),1158.58,122,26,334574.05,0.31457923432221324,90.84400600138264,46,28.22085889570552,B
Lunch Punch Set of 2 Sandwich Cutters,1087.8,108,19,335661.85,0.2953609514195857,91.13936695280222,47,28.834355828220858,B
OmieGo Bio (Set of 3),1063.79,29,15,336725.63999999996,0.28884172321257684,91.42820867601479,48,29.447852760736197,B
Silicone Wrap Bands (Set of 5),1060.27,103,24,337785.91,0.28788596797356514,91.71609464398837,49,30.061349693251532,B
Silicone Cups,1050.08,120,20,338835.99,0.28511916516517605,92.00121380915354,50,30.67484662576687,B
Bento Five - Print (Medium),972.0,44,14,339807.99,0.2639187762270981,92.26513258538064,51,31.28834355828221,B
REUSABLE SANDWICH BAG - SET OF 2,955.8100000000001,58,16,340763.8,0.25952284517039365,92.52465543055102,52,31.901840490797547,B
MontiiCo Mini Smoothie Cup 275ml,916.22,90,24,341680.01999999996,0.2487733139452591,92.77342874449629,53,32.515337423312886,B
ThermoFlask Food Jar 591ml,891.9300000000001,31,4,342571.94999999995,0.24217805975332882,93.0156068042496,54,33.12883435582822,B
MontiiCo Bumper for Original and Mini bottles,883.73,279,22,343455.67999999993,0.23995158448063106,93.25555838873024,55,33.74233128834356,B
Omiebox divider,882.44,245,35,344338.11999999994,0.23960132190724326,93.49515971063748,56,34.355828220858896,B
Kids Raw Honey Baltic Amber Teething Necklace,842.28,40,27,345180.39999999997,0.22869702349851867,93.723856734136,57,34.96932515337423,B
Funny Monsters Silicone Condiment Squeeze,776.9,62,22,345957.3,0.21094495601937502,93.9348016901554,58,35.58282208588957,B
Laser Engraving,772.1899999999999,52,12,346729.49,0.2096660903444474,94.14446778049984,59,36.19631901840491,B
MontiiCo Out and About Cutlery Set of 8,746.03,83,21,347475.52,0.20256309118179217,94.34703087168164,60,36.809815950920246,B
"Small Bumper -350ML, 475ML, 700ML",737.91,391,28,348213.43,0.20035833761907193,94.5473892093007,61,37.423312883435585,B
Multicolor Mini Silicone Cubes Set of 8,728.28,73,18,348941.71,0.1977435867805257,94.74513279608124,62,38.036809815950924,B
ThermoFlask Tumbler,712.65,23,6,349654.36000000004,0.19349970769366404,94.9386325037749,63,38.65030674846626,B
MontiiCo Original Smoothie Cup 450ml,710.86,74,20,350365.22000000003,0.1930136844329166,95.13164618820782,64,39.263803680981596,C
Reusable Sandwich Bags,689.75,52,19,351054.97000000003,0.18728186821259352,95.31892805642042,65,39.87730061349693,C
OmiePod Refill,687.4,63,21,351742.37000000005,0.18664379298200331,95.50557184940241,66,40.49079754601227,C
MontiiCo 1L Screw Lid Bottle,675.67,12,7,352418.04000000004,0.18345884725654665,95.68903069665896,67,41.104294478527606,C
Mini Wellness Juice Bottles - Set of 6,660.46,54,13,353078.50000000006,0.1793290071470671,95.86835970380604,68,41.717791411042946,C
MontiiCo Mega Insulated Food Jar 500ml,648.66,11,6,353727.16000000003,0.17612505492538008,96.04448475873141,69,42.331288343558285,C
MontiiCo Icepack 2.0 Medium,620.4,42,14,354347.56000000006,0.16845186087581446,96.21293661960722,70,42.944785276073624,C
Yumbox Classic Lunch Bag,576.54,25,15,354924.10000000003,0.15654293338062872,96.36947955298785,71,43.558282208588956,C
Yumbox Sleeve Lunch Bag with Handles,544.21,34,15,355468.31000000006,0.14776464733595582,96.51724420032382,72,44.171779141104295,C
Avanchy Bamboo Baby Plate and Spoon,510.0,28,19,355978.31000000006,0.13847590110681074,96.65572010143062,73,44.785276073619634,C
Bento Two - Prints (Small),509.84,54,11,356488.1500000001,0.13843245768685564,96.79415255911749,74,45.39877300613497,C
Omiebox Lid Seal,489.41,113,23,356977.56000000006,0.13288527600134165,96.92703783511882,75,46.012269938650306,C
MontiiCo Regular Coffee Cup 350ml,487.2,34,13,357464.76000000007,0.13228521376321212,97.05932304888204,76,46.62576687116564,C
OmiePlate,467.76,13,6,357932.5200000001,0.12700683823867015,97.18632988712072,77,47.239263803680984,C
MontiiCo Drink Bottle Lid- Free Pour (Original Design),436.12,100,27,358368.6400000001,0.11841590194255351,97.30474578906326,78,47.85276073619632,C
MontiiCo Pencil Case,428.88,44,18,358797.5200000001,0.11645008718958623,97.42119587625285,79,48.466257668711656,C
Kids Raw Cognac Baltic Amber Teething Necklace,399.78999999999996,19,13,359197.31000000006,0.10855153039900363,97.52974740665185,80,49.079754601226995,C
MontiiCo 1.5L Screw Lid Bottle,391.88,16,9,359589.19000000006,0.10640379632497449,97.63615120297683,81,49.693251533742334,C
Sticker Set,373.90000000000003,82,22,359963.0900000001,0.10152184200752261,97.73767304498435,82,50.306748466257666,C
MontiiCo Coffee Cup,371.10999999999996,19,9,360334.20000000007,0.10076429737205593,97.8384373423564,83,50.920245398773,C
Yumbox Aqua Water Bottle,352.56,13,3,360686.76000000007,0.0957275758710141,97.93416491822742,84,51.533742331288344,C
Feast Lunchbox,342.33,4,1,361029.0900000001,0.09294991220763629,98.02711483043505,85,52.14723926380368,C
MontiiCo Mega Coffee Cup 475ml,322.02,21,12,361351.1100000001,0.0874353130870886,98.11455014352215,86,52.760736196319016,C
Mini Insulated Food Jar,308.12,6,2,361659.2300000001,0.08366116597849121,98.19821130950064,87,53.37423312883436,C
Avanchy Bamboo Suction Bowl and Spoon,305.15,16,12,361964.3800000001,0.08285474749557507,98.28106605699622,88,53.987730061349694,C
Insulated Food Jar,297.31,7,1,362261.6900000001,0.08072601991777627,98.361792076914,89,54.601226993865026,C
MontiiCo Dip & Sauce Surprise Box,278.46,39,18,362540.15000000014,0.07560784200431865,98.43739991891832,90,55.21472392638037,C
MontiiCo Drink Bottle Lid (Old Design),273.86,125,28,362814.0100000001,0.07435884368061017,98.51175876259893,91,55.828220858895705,C
Lunch Punch Christmas Bento Fun Set,269.39,14,8,363083.40000000014,0.07314514313561518,98.58490390573455,92,56.44171779141104,C
Kids Raw Rainbow Baltic Amber Teething Necklace,261.26,11,8,363344.66000000015,0.07093767435914779,98.65584158009369,93,57.05521472392638,C
Omiebox Thermos Lid,259.51,59,28,363604.17000000016,0.07046251195338912,98.72630409204709,94,57.668711656441715,C
Unicorn Silicone Condiment Squeeze Bottles,247.67,33,13,363851.84000000014,0.06724769887671336,98.7935517909238,95,58.282208588957054,C
Yumbox Poke Bowl,237.84,11,5,364089.68000000017,0.06457864376322327,98.85813043468703,96,58.895705521472394,C
Omiebox Thermos Container Replacement part,229.75,21,13,364319.43000000017,0.06238203584174463,98.92051247052878,97,59.50920245398773,C
Totseat Portable Highchair,225.0,7,7,364544.43000000017,0.06109230931182826,98.98160477984061,98,60.122699386503065,C
Baby banana 2 in 1 Teether and Toothbrush,222.0,16,11,364766.43000000017,0.06027774518767055,99.04188252502827,99,60.73619631901841,C
Yumbox Tapas 4C Tray,193.69,12,11,364960.12000000017,0.05259097506936896,99.09447350009765,100,61.34969325153374,C
Haakaa 3rd Gen Silicone Breast Pump,184.68,7,6,365144.80000000016,0.05014456748314863,99.1446180675808,101,61.963190184049076,C
Yumbox Mini Silicone Bento Cup - Set of 6,180.19,17,8,365324.99000000017,0.04892543651065926,99.19354350409145,102,62.57668711656442,C
Soft Straws Reusable Silicone Straws,177.51,14,15,365502.5000000002,0.04819775922641171,99.24174126331786,103,63.190184049079754,C
Yumbox Tapas 5C Tray,157.67,7,7,365660.17000000016,0.04281077515198205,99.28455203846984,104,63.80368098159509,C
Yumbox Reusable Sandwich Bag - Set of 2,144.14,6,5,365804.3100000002,0.03913709095203077,99.32368912942188,105,64.41717791411043,C
Kids Raw Multi Baltic Amber Teething Necklace,140.54,7,7,365944.85000000015,0.03815961400304153,99.3618487434249,106,65.03067484662577,C
Avanchy Stainless Steel Suction Baby Bowl + Air Tight Lid,140.54,5,3,366085.39000000013,0.03815961400304153,99.40000835742795,107,65.6441717791411,C
Baby Banana 2 in 1 Toothbrush and Teether no handles,115.0,9,9,366200.39000000013,0.031224958092712224,99.43123331552066,108,66.25766871165644,C
Malachite Mix + Raw Cognac Amber Necklace,108.11,5,5,366308.5000000001,0.029354175820896684,99.46058749134156,109,66.87116564417178,C
Play + Activity Gym,95.0,1,1,366403.5000000001,0.025794530598327488,99.48638202193987,110,67.48466257668711,C
MontiiCo Zip Up Pouch,89.22,7,6,366492.7200000001,0.024225137052450302,99.51060715899233,111,68.09815950920245,C
MontiiCo Mega Bumpers (Original Design),84.62,50,17,366577.3400000001,0.022976138728741814,99.53358329772107,112,68.71165644171779,C
Feast Tray,81.99000000000001,3,1,366659.3300000001,0.02226203751323022,99.5558453352343,113,69.32515337423312,C
MontiiCo Silicone Cutlery Band for Food Jar,81.74,21,7,366741.07000000007,0.022194157169550408,99.57803949240383,114,69.93865030674846,C
BabyComfy Nasal Aspirator,78.5,10,9,366819.57000000007,0.021314427915460083,99.5993539203193,115,70.5521472392638,C
Avanchy La Petite Mini Silicone Baby Cup,75.77000000000001,10,9,366895.3400000001,0.02057317456247657,99.61992709488177,116,71.16564417177914,C
Breast Pump Bra Hands-Free Zip-Up,67.57,3,1,366962.9100000001,0.018346699289778823,99.63827379417157,117,71.77914110429448,C
Swimava Rings,67.57,8,7,367030.4800000001,0.018346699289778823,99.65662049346135,118,72.39263803680981,C
Yumbox Sleeve Lunch Bag,61.260000000000005,6,5,367091.7400000001,0.016633399415300443,99.67325389287664,119,73.00613496932516,C
BabyComfy Deluxe Safety Nail Clipper,60.36,7,7,367152.1000000001,0.01638903017805313,99.6896429230547,120,73.61963190184049,C
Play Mat Bag,60.0,2,2,367212.1000000001,0.0162912824831542,99.70593420553784,121,74.23312883435584,C
Kids Raw Honey Baltic Amber Bracelet,54.06,3,3,367266.1600000001,0.014678445517321939,99.72061265105518,122,74.84662576687117,C
Haakaa 2nd Gen Silicone Breast Pump with Suction,54.06,2,2,367320.2200000001,0.014678445517321939,99.73529109657248,123,75.4601226993865,C
No Nasties Hair Chalk,49.45,3,2,367369.6700000001,0.013426731979866258,99.74871782855236,124,76.07361963190185,C
Child’s Apron with bandana,48.669999999999995,7,4,367418.3400000001,0.01321494530758525,99.76193277385994,125,76.68711656441718,C
Raw Dalmatian Jasper + Raw Cherry Amber Kids Necklace,45.04,3,5,367463.38000000006,0.012229322717354421,99.77416209657729,126,77.30061349693251,C
Omiebox Securing Insert,43.24,15,10,367506.62000000005,0.011740584242859795,99.78590268082014,127,77.91411042944786,C
Bee's Wrap Assorted 3 Pack,40.54,5,2,367547.16000000003,0.011007476531117855,99.79691015735126,128,78.52760736196319,C
Eco-Kids All Natural Crayons,40.26,8,5,367587.42000000004,0.01093145054619647,99.80784160789746,129,79.14110429447852,C
Avanchy Bamboo Suction Classic Plate,38.739999999999995,2,2,367626.16000000003,0.010518738056623228,99.81836034595408,130,79.75460122699386,C
Budy Bib 3 in 1 Teether,36.04,5,2,367662.2,0.00978563034488129,99.82814597629896,131,80.3680981595092,C
Kids Raw Multi Baltic Amber Bracelet,36.04,2,2,367698.24,0.00978563034488129,99.83793160664382,132,80.98159509202453,C
Kids Raw Rainbow Baltic Amber Bracelet,36.04,2,2,367734.27999999997,0.00978563034488129,99.84771723698871,133,81.59509202453987,C
Avanchy Silicone Spoons Set of 5,35.13,3,1,367769.41,0.009538545893886786,99.85725578288259,134,82.20858895705521,C
Eco-kids Face Paint,27.14,3,1,367796.55,0.007369090109880085,99.86462487299248,135,82.82208588957054,C
Attipas Shoes,27.03,3,5,367823.58,0.007339222758660969,99.87196409575114,136,83.43558282208589,C
Yumbox Minisnack,27.03,2,1,367850.61000000004,0.007339222758660969,99.87930331850981,137,84.04907975460122,C
Toddler’s Apron,27.03,3,3,367877.6400000001,0.007339222758660969,99.88664254126849,138,84.66257668711657,C
Stone + Snack Board Trio,27.03,1,1,367904.6700000001,0.007339222758660969,99.89398176402715,139,85.2760736196319,C
Bebe au Lait Breastfeeding Cover,27.03,1,1,367931.7000000001,0.007339222758660969,99.90132098678582,140,85.88957055214725,C
Bee's Wrap Small 3 Pack,25.24,3,3,367956.9400000001,0.006853199497913533,99.90817418628373,141,86.50306748466258,C
Kids Raw Cognac Flower  Baltic Amber Teething Necklace,25.23,1,1,367982.1700000001,0.006850484284166343,99.9150246705679,142,87.11656441717791,C
Feather Teether,22.52,2,2,368004.6900000001,0.006114661358677211,99.92113933192658,143,87.73006134969326,C
"MontiiCo Large Bumper - 1L, 1.5L - Midnight",22.52,9,7,368027.21000000014,0.006114661358677211,99.92725399328526,144,88.34355828220859,C
Kids Raw Cherry Baltic Amber Necklace,22.52,2,2,368049.73000000016,0.006114661358677211,99.93336865464394,145,88.95705521472392,C
Doidy Cup,21.67,3,2,368071.40000000014,0.00588386819016586,99.9392525228341,146,89.57055214723927,C
Gilligan O'malley Breastfeeding Bra,20.71,3,3,368092.11000000016,0.005623207670435393,99.94487573050455,147,90.1840490797546,C
Eyeshadow & Balm Duo Party Pack,20.0,2,1,368112.11000000016,0.005430427494384734,99.95030615799892,148,90.79754601226993,C
Slingshot with Felt Balls,18.02,2,2,368130.1300000002,0.004892815172440645,99.95519897317138,149,91.41104294478528,C
Avocado Stacker,18.02,1,1,368148.1500000002,0.004892815172440645,99.96009178834382,150,92.02453987730061,C
Clacker Keys,18.02,1,1,368166.1700000002,0.004892815172440645,99.96498460351626,151,92.63803680981594,C
Peg Puzzle Toy,18.01,1,1,368184.1800000002,0.004890099958693454,99.96987470347496,152,93.25153374233128,C
Lunch Punch Sandwich Cutter,15.0,3,2,368199.1800000002,0.00407282062078855,99.97394752409575,153,93.86503067484662,C
Rocket Teether,15.0,1,1,368214.1800000002,0.00407282062078855,99.97802034471654,154,94.47852760736197,C
Bee's Wrap Bread,14.0,3,2,368228.1800000002,0.0038012992460693135,99.9818216439626,155,95.0920245398773,C
Avanchy La Petite Silicone Mini Bowl,13.5,1,1,368241.6800000002,0.0036655385587096956,99.98548718252131,156,95.70552147239265,C
Bee's Wrap Baguette,12.61,2,1,368254.2900000002,0.0034238845352095753,99.98891106705652,157,96.31901840490798,C
Alphabet Busy Bag,12.0,2,2,368266.2900000002,0.0032582564966308404,99.99216932355314,158,96.93251533742331,C
OmieBox UP Lid Seal,10.82,2,1,368277.1100000002,0.0029378612744621413,99.99510718482762,159,97.54601226993866,C
Animal Matching Busy Bag,10.81,1,2,368287.9200000002,0.0029351460607149487,99.99804233088834,160,98.15950920245399,C
Bee's Wrap Medium 3 Pack,7.21,1,1,368295.13000000024,0.001957669111725697,100.00000000000007,161,98.77300613496932,C
MontiiCo Drink Bottle Sports Lid 2.0,0.0,1,1,368295.13000000024,0.0,100.00000000000007,162,99.38650306748467,C
Kids African Turquoise + Raw Cognac Amber Necklace,0.0,1,1,368295.13000000024,0.0,100.00000000000007,163,100.0,C
