year_month,product_title,forecast_units,product_variant_title,mix_share,forecast_units_variant
2026-01-01,OmieDip (set of 2),18,Pink/Teal,0.35039370078740156,6
2026-01-01,OmieDip (set of 2),18,Purple/Orange,0.09448818897637795,2
2026-01-01,OmieDip (set of 2),18,Red/Yellow,0.05511811023622047,1
2026-01-01,OmieDip (set of 2),18,Sea Blue/Green,0.04330708661417323,1
2026-02-01,OmieDip (set of 2),9,Blue/Lime,0.13385826771653545,1
2026-02-01,OmieDip (set of 2),9,Blue/Mint,0.1732283464566929,2
2026-02-01,OmieDip (set of 2),9,Pink/Purple,0.14960629921259844,1
2026-02-01,OmieDip (set of 2),9,Pink/Teal,0.35039370078740156,3
2026-02-01,OmieDip (set of 2),9,Purple/Orange,0.09448818897637795,1
2026-02-01,OmieDip (set of 2),9,Red/Yellow,0.05511811023622047,0
2026-02-01,OmieDip (set of 2),9,Sea Blue/Green,0.04330708661417323,0
2026-03-01,OmieDip (set of 2),11,Blue/Lime,0.13385826771653545,1
2026-03-01,OmieDip (set of 2),11,Blue/Mint,0.1732283464566929,2
2026-03-01,OmieDip (set of 2),11,Pink/Purple,0.14960629921259844,2
2026-03-01,OmieDip (set of 2),11,Pink/Teal,0.35039370078740156,4
2026-03-01,OmieDip (set of 2),11,Purple/Orange,0.09448818897637795,1
2026-03-01,OmieDip (set of 2),11,Red/Yellow,0.05511811023622047,1
2026-03-01,OmieDip (set of 2),11,Sea Blue/Green,0.04330708661417323,0
2026-04-01,OmieDip (set of 2),15,Blue/Lime,0.13385826771653545,2
2026-04-01,OmieDip (set of 2),15,Blue/Mint,0.1732283464566929,3
2026-04-01,OmieDip (set of 2),15,Pink/Purple,0.14960629921259844,2
2026-04-01,OmieDip (set of 2),15,Pink/Teal,0.35039370078740156,5
2026-04-01,OmieDip (set of 2),15,Purple/Orange,0.09448818897637795,1
2026-04-01,OmieDip (set of 2),15,Red/Yellow,0.05511811023622047,1
2026-04-01,OmieDip (set of 2),15,Sea Blue/Green,0.04330708661417323,1
2026-05-01,OmieDip (set of 2),15,Blue/Lime,0.13385826771653545,2
2026-05-01,OmieDip (set of 2),15,Blue/Mint,0.1732283464566929,3
2026-05-01,OmieDip (set of 2),15,Pink/Purple,0.14960629921259844,2
2026-05-01,OmieDip (set of 2),15,Pink/Teal,0.35039370078740156,5
2026-05-01,OmieDip (set of 2),15,Purple/Orange,0.09448818897637795,1
2026-05-01,OmieDip (set of 2),15,Red/Yellow,0.05511811023622047,1
2026-05-01,OmieDip (set of 2),15,Sea Blue/Green,0.04330708661417323,1
2026-06-01,OmieDip (set of 2),13,Blue/Lime,0.13385826771653545,2
2026-06-01,OmieDip (set of 2),13,Blue/Mint,0.1732283464566929,2
2026-06-01,OmieDip (set of 2),13,Pink/Purple,0.14960629921259844,2
2026-06-01,OmieDip (set of 2),13,Pink/Teal,0.35039370078740156,5
2026-06-01,OmieDip (set of 2),13,Purple/Orange,0.09448818897637795,1
2026-06-01,OmieDip (set of 2),13,Red/Yellow,0.05511811023622047,1
2026-06-01,OmieDip (set of 2),13,Sea Blue/Green,0.04330708661417323,1
2026-07-01,OmieDip (set of 2),16,Blue/Lime,0.13385826771653545,2
2026-07-01,OmieDip (set of 2),16,Blue/Mint,0.1732283464566929,3
2026-07-01,OmieDip (set of 2),16,Pink/Purple,0.14960629921259844,2
2026-07-01,OmieDip (set of 2),16,Pink/Teal,0.35039370078740156,6
2026-07-01,OmieDip (set of 2),16,Purple/Orange,0.09448818897637795,2
2026-07-01,OmieDip (set of 2),16,Red/Yellow,0.05511811023622047,1
2026-07-01,OmieDip (set of 2),16,Sea Blue/Green,0.04330708661417323,1
2026-08-01,OmieDip (set of 2),78,Blue/Lime,0.13385826771653545,10
2026-08-01,OmieDip (set of 2),78,Blue/Mint,0.1732283464566929,14
2026-08-01,OmieDip (set of 2),78,Pink/Purple,0.14960629921259844,12
2026-08-01,OmieDip (set of 2),78,Pink/Teal,0.35039370078740156,27
2026-08-01,OmieDip (set of 2),78,Purple/Orange,0.09448818897637795,7
2026-08-01,OmieDip (set of 2),78,Red/Yellow,0.05511811023622047,4
2026-08-01,OmieDip (set of 2),78,Sea Blue/Green,0.04330708661417323,3
2026-09-01,OmieDip (set of 2),76,Blue/Lime,0.13385826771653545,10
2026-09-01,OmieDip (set of 2),76,Blue/Mint,0.1732283464566929,13
2026-09-01,OmieDip (set of 2),76,Pink/Purple,0.14960629921259844,11
2026-09-01,OmieDip (set of 2),76,Pink/Teal,0.35039370078740156,27
2026-09-01,OmieDip (set of 2),76,Purple/Orange,0.09448818897637795,7
2026-09-01,OmieDip (set of 2),76,Red/Yellow,0.05511811023622047,4
2026-09-01,OmieDip (set of 2),76,Sea Blue/Green,0.04330708661417323,3
2026-10-01,OmieDip (set of 2),44,Blue/Lime,0.13385826771653545,6
2026-10-01,OmieDip (set of 2),44,Blue/Mint,0.1732283464566929,8
2026-10-01,OmieDip (set of 2),44,Pink/Purple,0.14960629921259844,7
2026-10-01,OmieDip (set of 2),44,Pink/Teal,0.35039370078740156,15
2026-10-01,OmieDip (set of 2),44,Purple/Orange,0.09448818897637795,4
2026-10-01,OmieDip (set of 2),44,Red/Yellow,0.05511811023622047,2
2026-10-01,OmieDip (set of 2),44,Sea Blue/Green,0.04330708661417323,2
2026-11-01,OmieDip (set of 2),19,Blue/Lime,0.13385826771653545,3
2026-11-01,OmieDip (set of 2),19,Blue/Mint,0.1732283464566929,3
2026-11-01,OmieDip (set of 2),19,Pink/Purple,0.14960629921259844,3
2026-11-01,OmieDip (set of 2),19,Pink/Teal,0.35039370078740156,7
2026-11-01,OmieDip (set of 2),19,Purple/Orange,0.09448818897637795,2
2026-11-01,OmieDip (set of 2),19,Red/Yellow,0.05511811023622047,1
2026-11-01,OmieDip (set of 2),19,Sea Blue/Green,0.04330708661417323,1
2026-12-01,OmieDip (set of 2),17,Blue/Lime,0.13385826771653545,2
2026-12-01,OmieDip (set of 2),17,Blue/Mint,0.1732283464566929,3
2026-12-01,OmieDip (set of 2),17,Pink/Purple,0.14960629921259844,3
2026-12-01,OmieDip (set of 2),17,Pink/Teal,0.35039370078740156,6
2026-12-01,OmieDip (set of 2),17,Purple/Orange,0.09448818897637795,2
2026-12-01,OmieDip (set of 2),17,Red/Yellow,0.05511811023622047,1
2026-12-01,OmieDip (set of 2),17,Sea Blue/Green,0.04330708661417323,1
2025-10-01,Omiebox Bentobox Pink Berry,19,Default Title,1.0,19
2025-11-01,Omiebox Bentobox Pink Berry,7,Default Title,1.0,7
2025-12-01,Omiebox Bentobox Pink Berry,4,Default Title,1.0,4
2026-01-01,Omiebox Bentobox Pink Berry,7,Default Title,1.0,7
2026-02-01,Omiebox Bentobox Pink Berry,6,Default Title,1.0,6
2026-03-01,Omiebox Bentobox Pink Berry,7,Default Title,1.0,7
2026-04-01,Omiebox Bentobox Pink Berry,9,Default Title,1.0,9
2026-05-01,Omiebox Bentobox Pink Berry,7,Default Title,1.0,7
2026-06-01,Omiebox Bentobox Pink Berry,5,Default Title,1.0,5
2026-07-01,Omiebox Bentobox Pink Berry,8,Default Title,1.0,8
2026-08-01,Omiebox Bentobox Pink Berry,44,Default Title,1.0,44
2026-09-01,Omiebox Bentobox Pink Berry,33,Default Title,1.0,33
2026-01-01,Name Customization,6,Large,0.12790697674418605,1
2026-01-01,Name Customization,6,Small/Medium,0.872093023255814,5
2026-02-01,Name Customization,2,Large,0.12790697674418605,0
2026-02-01,Name Customization,2,Small/Medium,0.872093023255814,2
2026-03-01,Name Customization,3,Large,0.12790697674418605,0
2026-03-01,Name Customization,3,Small/Medium,0.872093023255814,3
2026-04-01,Name Customization,9,Large,0.12790697674418605,1
2026-04-01,Name Customization,9,Small/Medium,0.872093023255814,8
2026-05-01,Name Customization,6,Large,0.12790697674418605,1
2026-05-01,Name Customization,6,Small/Medium,0.872093023255814,5
2026-06-01,Name Customization,2,Large,0.12790697674418605,0
2026-06-01,Name Customization,2,Small/Medium,0.872093023255814,2
2026-07-01,Name Customization,7,Large,0.12790697674418605,1
2026-07-01,Name Customization,7,Small/Medium,0.872093023255814,6
2026-08-01,Name Customization,42,Large,0.12790697674418605,5
2026-08-01,Name Customization,42,Small/Medium,0.872093023255814,37
2026-09-01,Name Customization,33,Large,0.12790697674418605,4
2026-09-01,Name Customization,33,Small/Medium,0.872093023255814,29
2026-10-01,Name Customization,0,Large,0.12790697674418605,0
2026-10-01,Name Customization,0,Small/Medium,0.872093023255814,0
2026-11-01,Name Customization,0,Large,0.12790697674418605,0
2026-11-01,Name Customization,0,Small/Medium,0.872093023255814,0
2026-12-01,Name Customization,0,Large,0.12790697674418605,0
2026-12-01,Name Customization,0,Small/Medium,0.872093023255814,0
2025-11-01,Omiebox Bentobox Blue Sky,18,Default Title,1.0,18
2025-12-01,Omiebox Bentobox Blue Sky,7,Default Title,1.0,7
2026-01-01,Omiebox Bentobox Blue Sky,7,Default Title,1.0,7
2026-02-01,Omiebox Bentobox Blue Sky,4,Default Title,1.0,4
2026-03-01,Omiebox Bentobox Blue Sky,7,Default Title,1.0,7
2026-04-01,Omiebox Bentobox Blue Sky,9,Default Title,1.0,9
2026-05-01,Omiebox Bentobox Blue Sky,8,Default Title,1.0,8
2026-06-01,Omiebox Bentobox Blue Sky,7,Default Title,1.0,7
2026-07-01,Omiebox Bentobox Blue Sky,9,Default Title,1.0,9
2026-08-01,Omiebox Bentobox Blue Sky,34,Default Title,1.0,34
2026-09-01,Omiebox Bentobox Blue Sky,33,Default Title,1.0,33
2026-10-01,Omiebox Bentobox Blue Sky,14,Default Title,1.0,14
2026-01-01,"Small Bumper -350ML, 475ML, 700ML",11,Calypso,0.2777777777777778,3
2026-01-01,"Small Bumper -350ML, 475ML, 700ML",11,Coastal,0.16666666666666666,2
2026-01-01,"Small Bumper -350ML, 475ML, 700ML",11,Dusk,0.18518518518518517,2
2026-01-01,"Small Bumper -350ML, 475ML, 700ML",11,Midnight,0.18518518518518517,2
2026-01-01,"Small Bumper -350ML, 475ML, 700ML",11,Reef,0.18518518518518517,2
2026-02-01,"Small Bumper -350ML, 475ML, 700ML",8,Calypso,0.2777777777777778,2
2026-02-01,"Small Bumper -350ML, 475ML, 700ML",8,Coastal,0.16666666666666666,1
2026-02-01,"Small Bumper -350ML, 475ML, 700ML",8,Dusk,0.18518518518518517,1
2026-02-01,"Small Bumper -350ML, 475ML, 700ML",8,Midnight,0.18518518518518517,1
2026-02-01,"Small Bumper -350ML, 475ML, 700ML",8,Reef,0.18518518518518517,1
2026-03-01,"Small Bumper -350ML, 475ML, 700ML",6,Calypso,0.2777777777777778,2
2026-03-01,"Small Bumper -350ML, 475ML, 700ML",6,Coastal,0.16666666666666666,1
2026-03-01,"Small Bumper -350ML, 475ML, 700ML",6,Dusk,0.18518518518518517,1
2026-03-01,"Small Bumper -350ML, 475ML, 700ML",6,Midnight,0.18518518518518517,1
2026-03-01,"Small Bumper -350ML, 475ML, 700ML",6,Reef,0.18518518518518517,1
2026-04-01,"Small Bumper -350ML, 475ML, 700ML",14,Calypso,0.2777777777777778,4
2026-04-01,"Small Bumper -350ML, 475ML, 700ML",14,Coastal,0.16666666666666666,2
2026-04-01,"Small Bumper -350ML, 475ML, 700ML",14,Dusk,0.18518518518518517,3
2026-04-01,"Small Bumper -350ML, 475ML, 700ML",14,Midnight,0.18518518518518517,3
2026-04-01,"Small Bumper -350ML, 475ML, 700ML",14,Reef,0.18518518518518517,3
2026-05-01,"Small Bumper -350ML, 475ML, 700ML",15,Calypso,0.2777777777777778,4
2026-05-01,"Small Bumper -350ML, 475ML, 700ML",15,Coastal,0.16666666666666666,2
2026-05-01,"Small Bumper -350ML, 475ML, 700ML",15,Dusk,0.18518518518518517,3
2026-05-01,"Small Bumper -350ML, 475ML, 700ML",15,Midnight,0.18518518518518517,3
2026-05-01,"Small Bumper -350ML, 475ML, 700ML",15,Reef,0.18518518518518517,3
2026-06-01,"Small Bumper -350ML, 475ML, 700ML",16,Calypso,0.2777777777777778,4
2026-06-01,"Small Bumper -350ML, 475ML, 700ML",16,Coastal,0.16666666666666666,3
2026-06-01,"Small Bumper -350ML, 475ML, 700ML",16,Dusk,0.18518518518518517,3
2026-06-01,"Small Bumper -350ML, 475ML, 700ML",16,Midnight,0.18518518518518517,3
2026-06-01,"Small Bumper -350ML, 475ML, 700ML",16,Reef,0.18518518518518517,3
2026-07-01,"Small Bumper -350ML, 475ML, 700ML",12,Calypso,0.2777777777777778,3
2026-07-01,"Small Bumper -350ML, 475ML, 700ML",12,Coastal,0.16666666666666666,2
2026-07-01,"Small Bumper -350ML, 475ML, 700ML",12,Dusk,0.18518518518518517,2
2026-07-01,"Small Bumper -350ML, 475ML, 700ML",12,Midnight,0.18518518518518517,2
2026-07-01,"Small Bumper -350ML, 475ML, 700ML",12,Reef,0.18518518518518517,2
2026-08-01,"Small Bumper -350ML, 475ML, 700ML",47,Calypso,0.2777777777777778,13
2026-08-01,"Small Bumper -350ML, 475ML, 700ML",47,Coastal,0.16666666666666666,8
2026-08-01,"Small Bumper -350ML, 475ML, 700ML",47,Dusk,0.18518518518518517,9
2026-08-01,"Small Bumper -350ML, 475ML, 700ML",47,Midnight,0.18518518518518517,9
2026-08-01,"Small Bumper -350ML, 475ML, 700ML",47,Reef,0.18518518518518517,9
2026-09-01,"Small Bumper -350ML, 475ML, 700ML",22,Calypso,0.2777777777777778,6
2026-09-01,"Small Bumper -350ML, 475ML, 700ML",22,Coastal,0.16666666666666666,4
2026-09-01,"Small Bumper -350ML, 475ML, 700ML",22,Dusk,0.18518518518518517,4
2026-09-01,"Small Bumper -350ML, 475ML, 700ML",22,Midnight,0.18518518518518517,4
2026-09-01,"Small Bumper -350ML, 475ML, 700ML",22,Reef,0.18518518518518517,4
2026-10-01,"Small Bumper -350ML, 475ML, 700ML",12,Calypso,0.2777777777777778,3
2026-10-01,"Small Bumper -350ML, 475ML, 700ML",12,Coastal,0.16666666666666666,2
2026-10-01,"Small Bumper -350ML, 475ML, 700ML",12,Dusk,0.18518518518518517,2
2026-10-01,"Small Bumper -350ML, 475ML, 700ML",12,Midnight,0.18518518518518517,2
2026-10-01,"Small Bumper -350ML, 475ML, 700ML",12,Reef,0.18518518518518517,2
2026-11-01,"Small Bumper -350ML, 475ML, 700ML",10,Calypso,0.2777777777777778,3
2026-11-01,"Small Bumper -350ML, 475ML, 700ML",10,Coastal,0.16666666666666666,2
2026-11-01,"Small Bumper -350ML, 475ML, 700ML",10,Dusk,0.18518518518518517,2
2026-11-01,"Small Bumper -350ML, 475ML, 700ML",10,Midnight,0.18518518518518517,2
2026-11-01,"Small Bumper -350ML, 475ML, 700ML",10,Reef,0.18518518518518517,2
2026-12-01,"Small Bumper -350ML, 475ML, 700ML",6,Calypso,0.2777777777777778,2
2026-12-01,"Small Bumper -350ML, 475ML, 700ML",6,Coastal,0.16666666666666666,1
2026-12-01,"Small Bumper -350ML, 475ML, 700ML",6,Dusk,0.18518518518518517,1
2026-12-01,"Small Bumper -350ML, 475ML, 700ML",6,Midnight,0.18518518518518517,1
2026-12-01,"Small Bumper -350ML, 475ML, 700ML",6,Reef,0.18518518518518517,1
2026-01-01,OmieSnack,15,Blue,0.2631578947368421,4
2026-01-01,OmieSnack,15,Green,0.10526315789473684,2
2026-01-01,OmieSnack,15,Orange,0.02631578947368421,0
2026-01-01,OmieSnack,15,Pink,0.21052631578947367,3
2026-01-01,OmieSnack,15,Purple,0.18421052631578946,3
2026-01-01,OmieSnack,15,Red,0.13157894736842105,2
2026-01-01,OmieSnack,15,Teal,0.07894736842105263,1
2026-02-01,OmieSnack,0,Blue,0.2631578947368421,0
2026-02-01,OmieSnack,0,Green,0.10526315789473684,0
2026-02-01,OmieSnack,0,Orange,0.02631578947368421,0
2026-02-01,OmieSnack,0,Pink,0.21052631578947367,0
2026-02-01,OmieSnack,0,Purple,0.18421052631578946,0
2026-02-01,OmieSnack,0,Red,0.13157894736842105,0
2026-02-01,OmieSnack,0,Teal,0.07894736842105263,0
2026-03-01,OmieSnack,4,Blue,0.2631578947368421,1
2026-03-01,OmieSnack,4,Green,0.10526315789473684,0
2026-03-01,OmieSnack,4,Orange,0.02631578947368421,0
2026-03-01,OmieSnack,4,Pink,0.21052631578947367,1
2026-03-01,OmieSnack,4,Purple,0.18421052631578946,1
2026-03-01,OmieSnack,4,Red,0.13157894736842105,1
2026-03-01,OmieSnack,4,Teal,0.07894736842105263,0
2026-04-01,OmieSnack,0,Blue,0.2631578947368421,0
2026-04-01,OmieSnack,0,Green,0.10526315789473684,0
2026-04-01,OmieSnack,0,Orange,0.02631578947368421,0
2026-04-01,OmieSnack,0,Pink,0.21052631578947367,0
2026-04-01,OmieSnack,0,Purple,0.18421052631578946,0
2026-04-01,OmieSnack,0,Red,0.13157894736842105,0
2026-04-01,OmieSnack,0,Teal,0.07894736842105263,0
2026-05-01,OmieSnack,0,Blue,0.2631578947368421,0
2026-05-01,OmieSnack,0,Green,0.10526315789473684,0
2026-05-01,OmieSnack,0,Orange,0.02631578947368421,0
2026-05-01,OmieSnack,0,Pink,0.21052631578947367,0
2026-05-01,OmieSnack,0,Purple,0.18421052631578946,0
2026-05-01,OmieSnack,0,Red,0.13157894736842105,0
2026-05-01,OmieSnack,0,Teal,0.07894736842105263,0
2026-06-01,OmieSnack,0,Blue,0.2631578947368421,0
2026-06-01,OmieSnack,0,Green,0.10526315789473684,0
2026-06-01,OmieSnack,0,Orange,0.02631578947368421,0
2026-06-01,OmieSnack,0,Pink,0.21052631578947367,0
2026-06-01,OmieSnack,0,Purple,0.18421052631578946,0
2026-06-01,OmieSnack,0,Red,0.13157894736842105,0
2026-06-01,OmieSnack,0,Teal,0.07894736842105263,0
2026-07-01,OmieSnack,0,Blue,0.2631578947368421,0
2026-07-01,OmieSnack,0,Green,0.10526315789473684,0
2026-07-01,OmieSnack,0,Orange,0.02631578947368421,0
2026-07-01,OmieSnack,0,Pink,0.21052631578947367,0
2026-07-01,OmieSnack,0,Purple,0.18421052631578946,0
2026-07-01,OmieSnack,0,Red,0.13157894736842105,0
2026-07-01,OmieSnack,0,Teal,0.07894736842105263,0
2026-08-01,OmieSnack,0,Blue,0.2631578947368421,0
2026-08-01,OmieSnack,0,Green,0.10526315789473684,0
2026-08-01,OmieSnack,0,Orange,0.02631578947368421,0
2026-08-01,OmieSnack,0,Pink,0.21052631578947367,0
2026-08-01,OmieSnack,0,Purple,0.18421052631578946,0
2026-08-01,OmieSnack,0,Red,0.13157894736842105,0
2026-08-01,OmieSnack,0,Teal,0.07894736842105263,0
2026-09-01,OmieSnack,6,Blue,0.2631578947368421,2
2026-09-01,OmieSnack,6,Green,0.10526315789473684,1
2026-09-01,OmieSnack,6,Orange,0.02631578947368421,0
2026-09-01,OmieSnack,6,Pink,0.21052631578947367,1
2026-09-01,OmieSnack,6,Purple,0.18421052631578946,1
2026-09-01,OmieSnack,6,Red,0.13157894736842105,1
2026-09-01,OmieSnack,6,Teal,0.07894736842105263,0
2026-10-01,OmieSnack,14,Blue,0.2631578947368421,4
2026-10-01,OmieSnack,14,Green,0.10526315789473684,1
2026-10-01,OmieSnack,14,Orange,0.02631578947368421,0
2026-10-01,OmieSnack,14,Pink,0.21052631578947367,3
2026-10-01,OmieSnack,14,Purple,0.18421052631578946,3
2026-10-01,OmieSnack,14,Red,0.13157894736842105,2
2026-10-01,OmieSnack,14,Teal,0.07894736842105263,1
2026-11-01,OmieSnack,16,Blue,0.2631578947368421,4
2026-11-01,OmieSnack,16,Green,0.10526315789473684,2
2026-11-01,OmieSnack,16,Orange,0.02631578947368421,0
2026-11-01,OmieSnack,16,Pink,0.21052631578947367,3
2026-11-01,OmieSnack,16,Purple,0.18421052631578946,3
2026-11-01,OmieSnack,16,Red,0.13157894736842105,2
2026-11-01,OmieSnack,16,Teal,0.07894736842105263,1
2026-12-01,OmieSnack,11,Blue,0.2631578947368421,3
2026-12-01,OmieSnack,11,Green,0.10526315789473684,1
2026-12-01,OmieSnack,11,Orange,0.02631578947368421,0
2026-12-01,OmieSnack,11,Pink,0.21052631578947367,2
2026-12-01,OmieSnack,11,Purple,0.18421052631578946,2
2026-12-01,OmieSnack,11,Red,0.13157894736842105,1
2026-12-01,OmieSnack,11,Teal,0.07894736842105263,1
2026-01-01,MontiiCo 475ml Water Bottle,5,Coastal,0.03333333333333333,0
2026-01-01,MontiiCo 475ml Water Bottle,5,Dune,0.18333333333333332,1
2026-01-01,MontiiCo 475ml Water Bottle,5,Floss,0.25,1
2026-01-01,MontiiCo 475ml Water Bottle,5,Fuchsia,0.03333333333333333,0
2026-01-01,MontiiCo 475ml Water Bottle,5,Lilac,0.11666666666666667,1
2026-01-01,MontiiCo 475ml Water Bottle,5,Matcha,0.03333333333333333,0
2026-01-01,MontiiCo 475ml Water Bottle,5,Midnight - Screw Lid,0.16666666666666666,1
2026-01-01,MontiiCo 475ml Water Bottle,5,Splash,0.18333333333333332,1
2026-02-01,MontiiCo 475ml Water Bottle,7,Coastal,0.03333333333333333,0
2026-02-01,MontiiCo 475ml Water Bottle,7,Dune,0.18333333333333332,1
2026-02-01,MontiiCo 475ml Water Bottle,7,Floss,0.25,2
2026-02-01,MontiiCo 475ml Water Bottle,7,Fuchsia,0.03333333333333333,0
2026-02-01,MontiiCo 475ml Water Bottle,7,Lilac,0.11666666666666667,1
2026-02-01,MontiiCo 475ml Water Bottle,7,Matcha,0.03333333333333333,0
2026-02-01,MontiiCo 475ml Water Bottle,7,Midnight - Screw Lid,0.16666666666666666,1
2026-02-01,MontiiCo 475ml Water Bottle,7,Splash,0.18333333333333332,1
2026-03-01,MontiiCo 475ml Water Bottle,2,Coastal,0.03333333333333333,0
2026-03-01,MontiiCo 475ml Water Bottle,2,Dune,0.18333333333333332,0
2026-03-01,MontiiCo 475ml Water Bottle,2,Floss,0.25,0
2026-03-01,MontiiCo 475ml Water Bottle,2,Fuchsia,0.03333333333333333,0
2026-03-01,MontiiCo 475ml Water Bottle,2,Lilac,0.11666666666666667,0
2026-03-01,MontiiCo 475ml Water Bottle,2,Matcha,0.03333333333333333,0
2026-03-01,MontiiCo 475ml Water Bottle,2,Midnight - Screw Lid,0.16666666666666666,0
2026-03-01,MontiiCo 475ml Water Bottle,2,Splash,0.18333333333333332,0
2026-04-01,MontiiCo 475ml Water Bottle,12,Coastal,0.03333333333333333,0
2026-04-01,MontiiCo 475ml Water Bottle,12,Dune,0.18333333333333332,2
2026-04-01,MontiiCo 475ml Water Bottle,12,Floss,0.25,3
2026-04-01,MontiiCo 475ml Water Bottle,12,Fuchsia,0.03333333333333333,0
